"year","zero","greater_than_zero","one_to_five","six_to_ten","eleven_to_twenty","twentyone_to_thirtyfive","thirtysix_to_fiftyfive","fiftysix_to_eightyfive","eightysix_to_onehundredfifteen","greater_than_onehundredfifteen"
"2003",68,1,0,0,0,0,0,0,1,0
"2004",61,1,0,0,1,0,0,0,0,0
"2005",72,2,2,0,0,0,0,0,0,0
"2006",51,2,1,1,0,0,0,0,0,0
"2007",73,0,0,0,0,0,0,0,0,0
"2008",58,7,3,2,0,0,0,1,2,0
"2009",46,6,4,0,2,0,0,0,0,0
"2010",50,7,4,0,1,0,1,0,0,1
"2011",37,1,0,0,0,1,0,0,0,0
"2012",50,7,6,0,1,0,0,0,0,0
"2013",26,0,0,0,0,0,0,0,0,0
"2014",30,2,0,0,2,0,0,0,0,0
"2015",30,3,1,0,0,0,1,0,0,1
"2016",31,0,0,0,0,0,0,0,0,0
"2017",29,1,0,1,0,0,0,0,0,0
"2018",28,0,0,0,0,0,0,0,0,0
"2019",20,0,0,0,0,0,0,0,0,0
"2021",31,0,0,0,0,0,0,0,0,0
"2022",25,0,0,0,0,0,0,0,0,0
"2023",20,4,3,0,0,1,0,0,0,0
"2024",21,2,0,0,0,0,0,1,2,0
