"year","count_of_length_cm","count_of_otosag_id"
"2003",129,89
"2004",449,175
"2005",398,191
"2006",762,210
"2007",298,194
"2008",339,243
"2009",553,430
"2010",522,461
"2011",365,311
"2012",508,419
"2013",419,348
"2014",854,638
"2015",719,580
"2016",379,361
"2017",596,442
"2018",970,693
"2019",194,180
"2021",606,423
"2022",771,561
"2023",392,392
"2024",554,454
"2025",542,411
