year,count_of_length_cm,count_of_otosag_id
2003,6,4
2004,106,60
2005,96,50
2006,257,64
2007,75,55
2008,31,31
2009,84,74
2010,170,71
2011,138,52
2012,31,30
2013,32,32
2014,145,111
2015,60,60
2016,200,155
2017,39,39
2018,311,187
2019,245,222
2021,24,24
2022,24,24
2023,64,64
2024,105,105
2025,140,117
