"year","zero","greater_than_zero","one_to_five","six_to_ten","eleven_to_twenty","twentyone_to_thirtyfive","thirtysix_to_fiftyfive","fiftysix_to_eightyfive","eightysix_to_onehundredfifteen","greater_than_onehundredfifteen"
"2003",560,14,5,1,2,0,2,1,1,3
"2004",500,5,1,0,1,0,1,1,0,1
"2005",665,10,4,2,2,0,0,0,0,2
"2006",638,15,11,0,0,0,1,0,1,2
"2007",682,15,10,2,0,1,0,0,0,2
"2008",676,9,6,1,0,0,0,1,0,1
"2009",665,19,9,6,1,1,1,1,1,0
"2010",709,7,5,1,1,0,0,0,0,0
"2011",689,10,5,0,2,1,1,0,0,1
"2012",695,6,4,2,0,0,0,0,0,0
"2013",465,6,0,1,0,0,1,1,1,3
"2014",682,3,1,0,0,0,0,0,1,1
"2015",665,7,5,0,0,2,0,0,0,0
"2016",678,14,7,0,3,0,2,1,1,1
"2017",698,10,6,2,0,0,0,1,1,1
"2018",694,10,6,2,0,2,0,0,0,0
"2019",347,2,1,0,0,0,0,0,1,0
"2021",679,5,2,1,1,0,0,0,0,1
"2022",630,5,4,0,1,0,0,0,0,0
"2023",658,4,3,1,0,0,0,0,0,0
"2024",656,3,1,0,1,0,0,1,0,0
