"year","zero","greater_than_zero","one_to_five","six_to_ten","eleven_to_twenty","twentyone_to_thirtyfive","thirtysix_to_fiftyfive","fiftysix_to_eightyfive","eightysix_to_onehundredfifteen","greater_than_onehundredfifteen"
"2003",564,10,9,1,0,0,0,0,0,0
"2004",499,6,2,0,3,1,0,0,0,0
"2005",668,7,3,3,0,0,1,0,0,0
"2006",650,3,3,0,0,0,0,0,0,0
"2007",692,5,4,1,0,0,0,0,0,0
"2008",674,11,9,1,1,0,0,0,0,0
"2009",677,7,6,0,1,0,0,0,0,0
"2010",706,10,10,0,0,0,0,0,0,0
"2011",695,4,3,1,0,0,0,0,0,0
"2012",682,19,13,1,3,0,0,1,1,1
"2013",461,10,6,2,1,0,0,1,1,0
"2014",677,8,6,1,0,1,0,0,0,0
"2015",663,9,6,2,0,0,0,0,1,0
"2016",683,9,5,1,1,1,1,0,0,0
"2017",696,12,8,1,0,1,2,0,0,0
"2018",693,11,8,1,1,1,0,0,0,0
"2019",342,7,4,3,0,0,0,0,0,0
"2021",667,17,12,2,3,0,0,0,0,0
"2022",620,15,11,3,1,0,0,0,0,0
"2023",653,9,6,1,1,0,0,0,0,1
"2024",653,6,4,1,0,0,0,0,1,0
