"year","zero","greater_than_zero","one_to_five","six_to_ten","eleven_to_twenty","twentyone_to_thirtyfive","thirtysix_to_fiftyfive","fiftysix_to_eightyfive","eightysix_to_onehundredfifteen","greater_than_onehundredfifteen"
"2003",549,25,10,4,0,2,1,0,1,7
"2004",490,15,7,0,3,0,1,0,2,2
"2005",658,17,10,4,1,0,0,1,0,1
"2006",637,16,11,0,0,1,0,0,0,4
"2007",688,9,4,2,0,0,0,0,0,3
"2008",672,13,7,0,1,1,1,0,1,2
"2009",670,14,5,2,0,2,3,0,0,2
"2010",705,11,8,1,1,1,0,0,0,0
"2011",685,14,5,2,0,2,0,0,1,4
"2012",692,9,6,0,0,0,0,1,1,2
"2013",461,10,4,1,0,1,0,0,0,4
"2014",671,14,7,0,0,0,1,1,1,5
"2015",657,15,8,0,1,2,0,2,2,1
"2016",675,17,8,1,2,0,0,1,2,4
"2017",692,16,6,2,3,1,0,2,2,2
"2018",694,10,4,0,2,1,1,0,0,2
"2019",344,5,2,0,0,0,1,0,1,1
"2021",676,8,4,0,0,0,1,1,1,2
"2022",622,13,9,1,1,0,0,0,1,1
"2023",656,6,1,1,2,0,0,0,0,2
"2024",651,8,4,1,1,1,0,1,1,0
