year,count_of_length_cm,count_of_otosag_id
2003,10,0
2004,8,0
2005,1,0
2006,8,8
2007,7,7
2008,1,1
2009,6,6
2010,5,5
2011,13,13
2012,19,18
2013,10,10
2014,10,10
2015,11,11
2016,30,30
2017,19,19
2018,24,24
2019,0,0
2021,4,4
2022,5,5
2023,10,10
2024,13,13
2025,3,3
