"year","zero","greater_than_zero","one_to_five","six_to_ten","eleven_to_twenty","twentyone_to_thirtyfive","thirtysix_to_fiftyfive","fiftysix_to_eightyfive","eightysix_to_onehundredfifteen","greater_than_onehundredfifteen"
"2003",567,7,6,0,0,0,0,1,1,0
"2004",500,5,4,1,0,0,0,0,0,0
"2005",669,6,3,1,1,0,0,0,1,0
"2006",649,4,4,0,0,0,0,0,0,0
"2007",687,10,6,2,0,1,0,1,1,0
"2008",674,11,8,2,1,0,0,0,0,0
"2009",672,12,6,4,2,0,0,0,0,0
"2010",705,11,6,2,1,2,0,0,0,0
"2011",686,13,12,0,1,0,0,0,0,0
"2012",686,15,14,1,0,0,0,0,0,0
"2013",458,13,10,2,0,1,0,0,0,0
"2014",669,16,10,3,2,1,0,0,0,0
"2015",660,12,9,1,1,1,0,0,0,0
"2016",683,9,7,1,0,1,0,0,0,0
"2017",689,19,13,3,3,0,0,0,0,0
"2018",690,14,7,2,3,1,1,0,0,0
"2019",342,7,3,0,3,0,1,0,0,0
"2021",665,19,14,2,1,0,1,0,1,0
"2022",624,11,5,3,1,1,0,1,0,0
"2023",643,19,11,4,1,1,0,2,0,0
"2024",644,15,9,1,4,1,0,0,0,0
