"year","zero","greater_than_zero","one_to_five","six_to_ten","eleven_to_twenty","twentyone_to_thirtyfive","thirtysix_to_fiftyfive","fiftysix_to_eightyfive","eightysix_to_onehundredfifteen","greater_than_onehundredfifteen"
"2003",822,0,0,0,0,0,0,0,0,0
"2004",669,0,0,0,0,0,0,0,0,0
"2005",888,0,0,0,0,0,0,0,0,0
"2006",876,0,0,0,0,0,0,0,0,0
"2007",996,0,0,0,0,0,0,0,0,0
"2008",894,0,0,0,0,0,0,0,0,0
"2009",876,0,0,0,0,0,0,0,0,0
"2010",900,0,0,0,0,0,0,0,0,0
"2011",942,0,0,0,0,0,0,0,0,0
"2012",918,0,0,0,0,0,0,0,0,0
"2013",660,0,0,0,0,0,0,0,0,0
"2014",933,0,0,0,0,0,0,0,0,0
"2015",849,0,0,0,0,0,0,0,0,0
"2016",927,0,0,0,0,0,0,0,0,0
"2017",963,0,0,0,0,0,0,0,0,0
"2018",915,0,0,0,0,0,0,0,0,0
"2019",483,0,0,0,0,0,0,0,0,0
"2021",906,0,0,0,0,0,0,0,0,0
"2022",825,0,0,0,0,0,0,0,0,0
"2023",891,0,0,0,0,0,0,0,0,0
"2024",930,0,0,0,0,0,0,0,0,0
"2025",942,0,0,0,0,0,0,0,0,0
