"year","zero","greater_than_zero","one_to_five","six_to_ten","eleven_to_twenty","twentyone_to_thirtyfive","thirtysix_to_fiftyfive","fiftysix_to_eightyfive","eightysix_to_onehundredfifteen","greater_than_onehundredfifteen"
"2003",537,5,3,1,0,0,0,0,0,1
"2004",470,0,0,0,0,0,0,0,0,0
"2005",639,2,0,1,1,0,0,0,0,0
"2006",640,0,0,0,0,0,0,0,0,0
"2007",687,0,0,0,0,0,0,0,0,0
"2008",680,0,0,0,0,0,0,0,0,0
"2009",681,0,0,0,0,0,0,0,0,0
"2010",712,1,1,0,0,0,0,0,0,0
"2011",690,5,2,1,0,1,0,0,0,1
"2012",693,3,2,0,0,1,0,0,0,0
"2013",464,4,3,1,0,0,0,0,0,0
"2014",677,1,1,0,0,0,0,0,0,0
"2015",664,2,1,1,0,0,0,0,0,0
"2016",686,6,3,0,2,0,1,0,0,0
"2017",703,5,3,0,2,0,0,0,0,0
"2018",697,4,1,0,0,0,0,0,2,1
"2019",348,0,0,0,0,0,0,0,0,0
"2021",684,0,0,0,0,0,0,0,0,0
"2022",632,3,3,0,0,0,0,0,0,0
"2023",661,1,0,0,0,0,0,1,0,0
"2024",655,3,0,1,0,1,0,0,0,1
"2025",697,2,0,1,0,0,1,0,0,0
