"year","count_of_length_cm","count_of_otosag_id"
"2003",2655,0
"2004",2610,0
"2005",3275,0
"2006",0,0
"2007",861,0
"2008",3383,0
"2009",3116,0
"2010",3462,0
"2011",2991,425
"2012",3639,367
"2013",2490,0
"2014",3708,0
"2015",4067,0
"2016",4004,420
"2017",3691,443
"2018",3611,422
"2019",1655,220
"2021",3242,403
"2022",3107,1
"2023",3276,0
"2024",2658,374
"2025",2982,423
