year,count_of_length_cm,count_of_otosag_id
2003,30,0
2004,159,25
2005,245,67
2006,152,49
2007,424,93
2008,239,80
2009,390,93
2010,185,63
2011,77,35
2012,32,32
2013,514,84
2014,232,46
2015,247,86
2016,329,138
2017,322,128
2018,240,108
2019,206,65
2021,184,111
2022,340,139
2023,217,102
2024,169,70
2025,102,92
