"year","zero","greater_than_zero","one_to_five","six_to_ten","eleven_to_twenty","twentyone_to_thirtyfive","thirtysix_to_fiftyfive","fiftysix_to_eightyfive","eightysix_to_onehundredfifteen","greater_than_onehundredfifteen"
"2003",565,9,5,2,2,0,0,0,0,0
"2004",497,8,6,0,2,0,0,0,0,0
"2005",668,7,6,0,0,0,1,0,0,0
"2006",649,4,4,0,0,0,0,0,0,0
"2007",695,2,1,0,1,0,0,0,0,0
"2008",683,2,2,0,0,0,0,0,0,0
"2009",682,2,1,1,0,0,0,0,0,0
"2010",713,3,2,0,1,0,0,0,0,0
"2011",692,7,6,1,0,0,0,0,0,0
"2012",693,8,6,1,0,1,0,0,0,0
"2013",466,5,3,1,0,1,0,0,0,0
"2014",680,5,2,1,1,0,0,1,0,0
"2015",665,7,5,0,1,1,0,0,0,0
"2016",686,6,6,0,0,0,0,0,0,0
"2017",702,6,5,0,0,1,0,0,0,0
"2018",692,12,8,1,3,0,0,0,0,0
"2019",345,4,2,1,1,0,0,0,0,0
"2021",675,9,8,1,0,0,0,0,0,0
"2022",627,8,6,0,1,1,0,0,0,0
"2023",655,7,4,1,1,0,0,1,0,0
"2024",650,9,7,1,0,1,0,0,0,0
