year,count_of_length_cm,count_of_otosag_id
2003,8116,1761
2004,8192,920
2005,8372,1235
2006,5333,975
2007,3945,926
2008,3501,839
2009,3354,889
2010,2467,1044
2011,4454,1062
2012,4617,1074
2013,3525,744
2014,5222,1134
2015,5105,1091
2016,5223,622
2017,3549,623
2018,2926,562
2019,1413,282
2021,2662,579
2022,2471,527
2023,2580,552
2024,2375,523
2025,2670,568
