"year","count_of_length_cm","count_of_otosag_id"
"2003",1068,246
"2004",527,179
"2005",240,113
"2006",507,131
"2007",356,102
"2008",333,131
"2009",407,265
"2010",61,61
"2011",597,295
"2012",224,113
"2013",408,210
"2014",505,314
"2015",305,147
"2016",647,324
"2017",317,201
"2018",259,190
"2019",168,123
"2021",310,207
"2022",213,136
"2023",233,142
"2024",134,107
"2025",64,64
