year,count_of_length_cm,count_of_otosag_id
2003,1120,559
2004,1087,354
2005,1685,567
2006,1716,599
2007,1694,586
2008,1708,706
2009,1897,587
2010,1634,805
2011,1522,784
2012,1684,878
2013,851,515
2014,1497,665
2015,2059,793
2016,1973,944
2017,2070,843
2018,1759,906
2019,628,330
2021,1554,780
2022,1509,736
2023,1402,719
2024,1007,523
2025,981,587
