"year","zero","greater_than_zero","one_to_five","six_to_ten","eleven_to_twenty","twentyone_to_thirtyfive","thirtysix_to_fiftyfive","fiftysix_to_eightyfive","eightysix_to_onehundredfifteen","greater_than_onehundredfifteen"
"2003",540,2,2,0,0,0,0,0,0,0
"2004",467,3,2,1,0,0,0,0,0,0
"2005",639,2,1,1,0,0,0,0,0,0
"2006",639,0,0,0,0,0,0,0,0,0
"2007",687,0,0,0,0,0,0,0,0,0
"2008",680,0,0,0,0,0,0,0,0,0
"2009",681,0,0,0,0,0,0,0,0,0
"2010",713,0,0,0,0,0,0,0,0,0
"2011",695,0,0,0,0,0,0,0,0,0
"2012",695,0,0,0,0,0,0,0,0,0
"2013",467,1,1,0,0,0,0,0,0,0
"2014",676,2,2,0,0,0,0,0,0,0
"2015",665,1,0,0,1,0,0,0,0,0
"2016",692,0,0,0,0,0,0,0,0,0
"2017",704,1,1,0,0,0,0,0,0,0
"2018",700,1,1,0,0,0,0,0,0,0
"2019",348,0,0,0,0,0,0,0,0,0
"2021",684,0,0,0,0,0,0,0,0,0
"2022",633,1,1,0,0,0,0,0,0,0
"2023",659,2,2,0,0,0,0,0,0,0
"2024",656,2,1,1,0,0,0,0,0,0
