year,count_of_length_cm,count_of_otosag_id
2003,2831,1594
2004,3343,1853
2005,4555,1845
2006,3646,965
2007,3409,979
2008,3061,1030
2009,3386,1059
2010,6045,1389
2011,6176,1360
2012,5336,1282
2013,3421,840
2014,4794,1234
2015,4228,1153
2016,4385,916
2017,4265,892
2018,3784,817
2019,1797,624
2021,3769,1243
2022,3437,772
2023,3679,787
2024,3353,775
2025,4122,869
