"year","count_of_length_cm","count_of_otosag_id"
"2003",3,0
"2004",8,8
"2005",8,8
"2006",0,0
"2007",0,0
"2008",0,0
"2009",0,0
"2010",0,0
"2011",0,0
"2012",0,0
"2013",1,1
"2014",3,3
"2015",18,17
"2016",0,0
"2017",3,3
"2018",2,2
"2019",0,0
"2021",0,0
"2022",3,3
"2023",3,3
"2024",9,9
"2025",1,1
