"year","zero","greater_than_zero","one_to_five","six_to_ten","eleven_to_twenty","twentyone_to_thirtyfive","thirtysix_to_fiftyfive","fiftysix_to_eightyfive","eightysix_to_onehundredfifteen","greater_than_onehundredfifteen"
"2003",67,2,1,1,0,0,0,0,0,0
"2004",57,5,3,2,0,0,0,0,0,0
"2005",68,6,3,1,2,0,0,0,0,0
"2006",47,6,5,0,0,1,0,0,0,0
"2007",61,12,9,2,0,1,0,0,0,0
"2008",53,12,6,2,3,1,0,0,0,0
"2009",42,10,7,1,1,1,0,0,0,0
"2010",49,8,6,0,2,0,0,0,0,0
"2011",31,7,4,3,0,0,0,0,0,0
"2012",41,16,11,4,0,0,0,0,1,0
"2013",18,8,7,1,0,0,0,0,0,0
"2014",23,9,8,0,0,0,0,1,1,0
"2015",25,8,6,1,1,0,0,0,0,0
"2016",27,4,3,0,1,0,0,0,0,0
"2017",27,3,3,0,0,0,0,0,0,0
"2018",20,8,7,0,1,0,0,0,0,0
"2019",17,3,3,0,0,0,0,0,0,0
"2021",24,7,7,0,0,0,0,0,0,0
"2022",21,4,3,1,0,0,0,0,0,0
"2023",21,3,3,0,0,0,0,0,0,0
"2024",14,9,6,2,0,1,0,0,0,0
