year,count_of_length_cm,count_of_otosag_id
2003,5915,0
2004,4657,488
2005,4319,545
2006,3269,525
2007,2234,545
2008,1809,434
2009,2057,731
2010,2105,894
2011,2616,834
2012,2119,598
2013,1200,375
2014,2192,601
2015,2096,636
2016,2065,589
2017,2423,695
2018,2226,661
2019,1364,349
2021,2514,718
2022,1820,385
2023,1816,381
2024,2057,415
2025,2254,409
