year,count_of_length_cm,count_of_otosag_id
2003,5799,2381
2004,4556,2136
2005,5572,2875
2006,4833,2669
2007,4470,2116
2008,3973,2185
2009,3688,1850
2010,4230,2145
2011,4674,1793
2012,4381,1697
2013,3280,1204
2014,4311,1795
2015,4910,1725
2016,4544,1469
2017,4885,1575
2018,4774,1489
2019,2226,884
2021,6297,2184
2022,6184,1668
2023,6663,1752
2024,6794,1739
2025,5904,1755
