"year","zero","greater_than_zero","one_to_five","six_to_ten","eleven_to_twenty","twentyone_to_thirtyfive","thirtysix_to_fiftyfive","fiftysix_to_eightyfive","eightysix_to_onehundredfifteen","greater_than_onehundredfifteen"
"2003",508,66,49,9,5,3,0,0,0,0
"2004",439,66,38,12,7,9,0,0,0,0
"2005",582,93,68,11,14,0,0,0,0,0
"2006",587,66,45,14,6,1,0,0,0,0
"2007",633,64,43,16,5,0,0,0,0,0
"2008",621,64,44,11,9,0,0,0,0,0
"2009",610,74,56,14,4,0,0,0,0,0
"2010",642,74,46,16,11,0,1,0,0,0
"2011",606,93,53,22,13,4,1,0,0,0
"2012",634,67,34,15,11,5,1,0,0,1
"2013",426,45,26,7,6,4,2,0,0,0
"2014",619,66,39,12,12,3,0,0,0,0
"2015",576,96,61,17,12,5,1,0,0,0
"2016",611,81,48,23,7,3,0,0,0,0
"2017",623,85,53,16,12,4,0,0,0,0
"2018",616,88,59,12,10,7,0,0,0,0
"2019",306,43,33,8,1,1,0,0,0,0
"2021",588,96,67,20,6,3,0,0,0,0
"2022",540,95,60,24,8,3,0,0,0,0
"2023",567,95,69,15,9,2,0,0,0,0
"2024",564,95,71,17,7,0,0,0,0,0
