"year","count_of_length_cm","count_of_otosag_id"
"2003",15475,955
"2004",11123,737
"2005",13530,1103
"2006",9081,930
"2007",6198,958
"2008",3635,989
"2009",3110,956
"2010",3082,1032
"2011",5188,1002
"2012",4960,980
"2013",3285,621
"2014",4851,916
"2015",4819,916
"2016",4863,529
"2017",4640,478
"2018",4856,493
"2019",1954,219
"2021",4376,447
"2022",3789,385
"2023",4206,424
"2024",4327,429
"2025",4706,464
