year,count_of_length_cm,count_of_otosag_id
2004,0,0
2005,2,0
2006,1,0
2007,0,0
2008,0,0
2009,0,0
2010,0,0
2011,0,0
2012,1,0
2013,0,0
2014,0,0
2015,0,0
2016,0,0
2017,1,0
2018,0,0
2019,0,0
2021,1,0
2022,0,0
2023,1,0
2024,0,0
2025,2,0
