"year","zero","greater_than_zero","one_to_five","six_to_ten","eleven_to_twenty","twentyone_to_thirtyfive","thirtysix_to_fiftyfive","fiftysix_to_eightyfive","eightysix_to_onehundredfifteen","greater_than_onehundredfifteen"
"2003",572,2,1,1,0,0,0,0,0,0
"2004",503,2,0,0,0,0,0,0,0,2
"2005",674,1,0,0,0,0,0,0,0,1
"2006",650,3,0,0,0,0,0,0,0,3
"2007",689,8,3,0,1,0,0,1,1,3
"2008",680,5,0,0,0,1,0,0,2,2
"2009",679,5,1,1,0,0,0,1,0,2
"2010",711,5,1,1,0,0,0,0,0,3
"2011",693,6,1,0,0,1,0,1,1,3
"2012",698,3,2,0,1,0,0,0,0,0
"2013",471,0,0,0,0,0,0,0,0,0
"2014",685,0,0,0,0,0,0,0,0,0
"2015",669,3,1,0,0,1,0,0,0,1
"2016",687,5,1,1,0,0,0,0,0,3
"2017",707,1,0,0,0,1,0,0,0,0
"2018",695,9,3,2,0,0,0,0,1,3
"2019",344,5,0,1,0,0,0,0,0,4
"2021",683,1,1,0,0,0,0,0,0,0
"2022",633,2,1,0,0,1,0,0,0,0
"2023",659,3,1,0,1,0,0,0,0,1
"2024",649,10,2,1,1,0,1,0,0,5
