year,count_of_length_cm,count_of_otosag_id
2003,272,179
2004,158,144
2005,171,171
2006,152,145
2007,178,178
2008,146,146
2009,142,142
2010,167,167
2011,211,203
2012,149,149
2013,189,189
2014,223,203
2015,188,188
2016,114,114
2017,270,268
2018,273,236
2019,116,109
2021,226,226
2022,179,179
2023,309,301
2024,209,209
2025,192,192
