"year","zero","greater_than_zero","one_to_five","six_to_ten","eleven_to_twenty","twentyone_to_thirtyfive","thirtysix_to_fiftyfive","fiftysix_to_eightyfive","eightysix_to_onehundredfifteen","greater_than_onehundredfifteen"
"2003",64,5,1,1,2,0,0,0,0,1
"2004",59,3,0,1,1,1,0,0,0,0
"2005",67,7,3,2,1,0,0,0,0,1
"2006",46,7,1,3,1,1,0,0,1,0
"2007",57,16,8,4,2,1,0,0,1,0
"2008",47,18,10,6,2,0,0,0,0,0
"2009",41,11,5,1,3,1,1,0,0,0
"2010",45,12,10,0,1,0,1,0,0,0
"2011",29,9,5,2,0,2,0,0,0,0
"2012",41,16,8,2,2,1,2,0,0,1
"2013",19,7,4,1,1,0,1,0,0,0
"2014",24,8,6,1,0,0,1,0,0,0
"2015",24,9,6,1,2,0,0,0,0,0
"2016",23,8,3,2,3,0,0,0,0,0
"2017",20,10,4,1,3,0,0,1,1,1
"2018",22,6,4,2,0,0,0,0,0,0
"2019",14,6,3,0,0,1,1,0,1,0
"2021",23,8,5,1,0,1,1,0,0,0
"2022",18,7,3,1,2,1,0,0,0,0
"2023",18,6,4,1,1,0,0,0,0,0
"2024",15,8,2,2,1,0,2,0,0,1
