"year","zero","greater_than_zero","one_to_five","six_to_ten","eleven_to_twenty","twentyone_to_thirtyfive","thirtysix_to_fiftyfive","fiftysix_to_eightyfive","eightysix_to_onehundredfifteen","greater_than_onehundredfifteen"
"2003",60,9,4,0,0,1,0,2,2,1
"2004",51,11,3,0,1,2,2,1,1,2
"2005",71,3,1,1,0,0,0,0,0,1
"2006",50,3,1,0,0,0,0,1,1,1
"2007",67,6,0,0,0,1,0,0,2,3
"2008",58,7,3,1,1,1,0,1,1,0
"2009",46,6,3,0,2,0,0,0,0,1
"2010",49,8,2,1,1,2,0,1,2,0
"2011",35,3,1,1,0,0,0,1,0,0
"2012",46,11,4,2,0,0,1,0,2,2
"2013",18,8,1,0,1,1,2,0,1,2
"2014",27,5,2,0,1,0,1,0,0,1
"2015",31,2,1,0,0,0,0,0,0,1
"2016",28,3,1,0,0,0,0,1,0,1
"2017",26,4,0,0,2,0,1,0,0,1
"2018",25,3,1,1,0,0,0,0,0,1
"2019",16,4,3,0,0,1,0,0,0,0
"2021",26,5,1,1,0,1,1,1,0,0
"2022",22,3,1,0,1,1,0,0,0,0
"2023",22,2,1,0,1,0,0,0,0,0
"2024",21,2,1,0,0,1,0,0,0,0
