"year","zero","greater_than_zero","one_to_five","six_to_ten","eleven_to_twenty","twentyone_to_thirtyfive","thirtysix_to_fiftyfive","fiftysix_to_eightyfive","eightysix_to_onehundredfifteen","greater_than_onehundredfifteen"
"2003",571,3,3,0,0,0,0,0,0,0
"2004",504,1,1,0,0,0,0,0,0,0
"2005",672,3,3,0,0,0,0,0,0,0
"2006",652,1,1,0,0,0,0,0,0,0
"2007",696,1,1,0,0,0,0,0,0,0
"2008",684,1,1,0,0,0,0,0,0,0
"2009",684,0,0,0,0,0,0,0,0,0
"2010",715,1,1,0,0,0,0,0,0,0
"2011",699,0,0,0,0,0,0,0,0,0
"2012",700,1,1,0,0,0,0,0,0,0
"2013",471,0,0,0,0,0,0,0,0,0
"2014",684,1,1,0,0,0,0,0,0,0
"2015",671,1,1,0,0,0,0,0,0,0
"2016",687,5,5,0,0,0,0,0,0,0
"2017",707,1,1,0,0,0,0,0,0,0
"2018",701,3,3,0,0,0,0,0,0,0
"2019",349,0,0,0,0,0,0,0,0,0
"2021",683,1,1,0,0,0,0,0,0,0
"2022",633,2,2,0,0,0,0,0,0,0
"2023",662,0,0,0,0,0,0,0,0,0
"2024",659,0,0,0,0,0,0,0,0,0
