"year","zero","greater_than_zero","one_to_five","six_to_ten","eleven_to_twenty","twentyone_to_thirtyfive","thirtysix_to_fiftyfive","fiftysix_to_eightyfive","eightysix_to_onehundredfifteen","greater_than_onehundredfifteen"
"2003",542,0,0,0,0,0,0,0,0,0
"2004",469,1,1,0,0,0,0,0,0,0
"2005",641,0,0,0,0,0,0,0,0,0
"2006",639,0,0,0,0,0,0,0,0,0
"2007",687,0,0,0,0,0,0,0,0,0
"2008",680,0,0,0,0,0,0,0,0,0
"2009",679,2,2,0,0,0,0,0,0,0
"2010",712,1,1,0,0,0,0,0,0,0
"2011",695,0,0,0,0,0,0,0,0,0
"2012",695,0,0,0,0,0,0,0,0,0
"2013",468,0,0,0,0,0,0,0,0,0
"2014",678,0,0,0,0,0,0,0,0,0
"2015",665,1,1,0,0,0,0,0,0,0
"2016",691,1,1,0,0,0,0,0,0,0
"2017",703,2,2,0,0,0,0,0,0,0
"2018",701,0,0,0,0,0,0,0,0,0
"2019",347,1,1,0,0,0,0,0,0,0
"2021",683,1,0,1,0,0,0,0,0,0
"2022",634,0,0,0,0,0,0,0,0,0
"2023",661,0,0,0,0,0,0,0,0,0
"2024",658,0,0,0,0,0,0,0,0,0
