"year","zero","greater_than_zero","one_to_five","six_to_ten","eleven_to_twenty","twentyone_to_thirtyfive","thirtysix_to_fiftyfive","fiftysix_to_eightyfive","eightysix_to_onehundredfifteen","greater_than_onehundredfifteen"
"2003",573,1,1,0,0,0,0,0,0,0
"2004",504,1,0,0,1,0,0,0,0,0
"2005",672,3,1,0,1,0,0,0,0,1
"2006",651,2,1,0,1,0,0,0,0,0
"2007",693,4,2,0,1,0,1,0,0,0
"2008",684,1,1,0,0,0,0,0,0,0
"2009",683,1,0,0,0,0,0,0,0,1
"2010",715,1,0,0,0,1,0,0,0,0
"2011",699,0,0,0,0,0,0,0,0,0
"2012",698,3,2,0,1,0,0,0,0,0
"2013",468,3,2,0,0,1,0,0,0,0
"2014",684,1,1,0,0,0,0,0,0,0
"2015",672,0,0,0,0,0,0,0,0,0
"2016",691,1,1,0,0,0,0,0,0,0
"2017",706,2,2,0,0,0,0,0,0,0
"2018",703,1,0,0,1,0,0,0,0,0
"2019",348,1,0,0,1,0,0,0,0,0
"2021",681,3,3,0,0,0,0,0,0,0
"2022",633,2,2,0,0,0,0,0,0,0
"2023",661,1,1,0,0,0,0,0,0,0
"2024",658,1,1,0,0,0,0,0,0,0
