year,count_of_length_cm,count_of_otosag_id
2003,7693,1255
2004,6679,1665
2005,8048,1375
2006,6200,1246
2007,5499,1294
2008,4697,1301
2009,4196,1230
2010,3859,1272
2011,4697,1236
2012,4678,1243
2013,3089,891
2014,4582,1252
2015,4496,1220
2016,4604,1000
2017,4742,1012
2018,4986,731
2019,2398,337
2021,4690,682
2022,4202,609
2023,4608,648
2024,4657,644
2025,4741,692
