"year","count_of_length_cm","count_of_otosag_id"
"2003",68,68
"2004",21,21
"2005",40,40
"2006",43,43
"2007",26,26
"2008",43,43
"2009",39,39
"2010",52,52
"2011",47,47
"2012",44,44
"2013",37,36
"2014",92,92
"2015",51,51
"2016",91,91
"2017",45,45
"2018",50,50
"2019",34,34
"2021",66,66
"2022",51,51
"2023",53,53
"2024",56,56
"2025",40,40
