year,count_of_length_cm,count_of_otosag_id
2003,3444,610
2004,2668,530
2005,3899,700
2006,3130,677
2007,2359,662
2008,1866,569
2009,1799,613
2010,2322,747
2011,1933,646
2012,2198,748
2013,1470,492
2014,2203,677
2015,2001,688
2016,2367,784
2017,1919,646
2018,2497,791
2019,1167,382
2021,2036,629
2022,1821,617
2023,1717,593
2024,2014,676
2025,1668,576
