year,count_of_length_cm,count_of_otosag_id
2003,6633,1068
2004,5135,427
2005,4467,543
2006,3592,619
2007,3363,884
2008,2918,830
2009,2968,896
2010,2021,710
2011,2151,725
2012,1915,745
2013,1407,555
2014,1959,701
2015,1858,690
2016,1923,729
2017,1891,520
2018,1791,470
2019,1045,286
2021,1999,555
2022,2077,485
2023,1628,407
2024,1943,427
2025,1680,422
