year,count_of_length_cm,count_of_otosag_id
2003,141,34
2004,0,0
2005,23,23
2006,0,0
2007,0,0
2008,0,0
2009,0,0
2010,1,1
2011,54,54
2012,3,3
2013,10,10
2014,1,1
2015,13,13
2016,85,57
2017,29,29
2018,149,54
2019,0,0
2021,0,0
2022,10,10
2023,64,25
2024,42,42
2025,49,31
