year,count_of_length_cm,count_of_otosag_id
2003,34,34
2004,19,19
2005,51,46
2006,7,7
2007,22,22
2008,20,20
2009,36,36
2010,47,47
2011,116,81
2012,46,46
2013,44,26
2014,16,16
2015,80,23
2016,5,5
2017,75,75
2018,30,30
2019,105,105
2021,5,5
2022,48,48
2023,24,24
2024,91,91
2025,42,42
