"year","zero","greater_than_zero","one_to_five","six_to_ten","eleven_to_twenty","twentyone_to_thirtyfive","thirtysix_to_fiftyfive","fiftysix_to_eightyfive","eightysix_to_onehundredfifteen","greater_than_onehundredfifteen"
"2003",120,0,0,0,0,0,0,0,0,0
"2004",72,0,0,0,0,0,0,0,0,0
"2005",91,0,0,0,0,0,0,0,0,0
"2006",81,0,0,0,0,0,0,0,0,0
"2007",109,0,0,0,0,0,0,0,0,0
"2008",98,0,0,0,0,0,0,0,0,0
"2009",92,0,0,0,0,0,0,0,0,0
"2010",108,0,0,0,0,0,0,0,0,0
"2011",108,0,0,0,0,0,0,0,0,0
"2012",107,0,0,0,0,0,0,0,0,0
"2013",75,0,0,0,0,0,0,0,0,0
"2014",104,0,0,0,0,0,0,0,0,0
"2015",89,0,0,0,0,0,0,0,0,0
"2016",83,0,0,0,0,0,0,0,0,0
"2017",90,1,1,0,0,0,0,0,0,0
"2018",95,0,0,0,0,0,0,0,0,0
"2019",59,0,0,0,0,0,0,0,0,0
"2021",87,0,0,0,0,0,0,0,0,0
"2022",57,0,0,0,0,0,0,0,0,0
"2023",115,0,0,0,0,0,0,0,0,0
"2024",99,0,0,0,0,0,0,0,0,0
"2025",99,0,0,0,0,0,0,0,0,0
