"year","count_of_length_cm","count_of_otosag_id"
"2003",13,13
"2004",64,64
"2005",30,30
"2006",25,25
"2007",25,25
"2008",16,16
"2009",23,23
"2010",60,60
"2011",29,29
"2012",73,73
"2013",26,24
"2014",77,77
"2015",30,30
"2016",65,65
"2017",34,34
"2018",118,109
"2019",89,89
"2021",33,33
"2022",33,32
"2023",32,32
"2024",55,54
"2025",100,100
