year,count_of_length_cm,count_of_otosag_id
2003,8927,795
2004,10705,1417
2005,10171,1017
2006,5861,711
2007,4319,735
2008,4536,774
2009,2799,809
2010,1507,1146
2011,4576,848
2012,4593,922
2013,3302,614
2014,5017,925
2015,5026,926
2016,4571,463
2017,3063,466
2018,2615,440
2019,1235,215
2021,2343,460
2022,2343,431
2023,2280,445
2024,2270,434
2025,2309,460
