year,count_of_length_cm,count_of_otosag_id
2004,6,6
2005,28,25
2006,35,34
2007,10,10
2008,64,59
2009,20,19
2010,28,26
2011,24,21
2012,4,4
2013,8,8
2014,86,80
2015,145,144
2016,221,216
2017,265,258
2018,343,318
2019,191,181
2021,319,295
2022,129,125
2023,140,138
2024,243,239
2025,309,308
