"year","zero","greater_than_zero","one_to_five","six_to_ten","eleven_to_twenty","twentyone_to_thirtyfive","thirtysix_to_fiftyfive","fiftysix_to_eightyfive","eightysix_to_onehundredfifteen","greater_than_onehundredfifteen"
"2003",541,1,1,0,0,0,0,0,0,0
"2004",470,0,0,0,0,0,0,0,0,0
"2005",641,0,0,0,0,0,0,0,0,0
"2006",631,8,6,2,0,0,0,0,0,0
"2007",678,9,7,1,0,0,1,0,0,0
"2008",679,1,1,0,0,0,0,0,0,0
"2009",678,3,3,0,0,0,0,0,0,0
"2010",711,2,2,0,0,0,0,0,0,0
"2011",695,0,0,0,0,0,0,0,0,0
"2012",693,2,2,0,0,0,0,0,0,0
"2013",467,1,1,0,0,0,0,0,0,0
"2014",677,1,1,0,0,0,0,0,0,0
"2015",663,3,3,0,0,0,0,0,0,0
"2016",692,0,0,0,0,0,0,0,0,0
"2017",701,4,4,0,0,0,0,0,0,0
"2018",700,1,1,0,0,0,0,0,0,0
"2019",348,0,0,0,0,0,0,0,0,0
"2021",683,1,1,0,0,0,0,0,0,0
"2022",634,0,0,0,0,0,0,0,0,0
"2023",657,4,3,0,1,0,0,0,0,0
"2024",655,3,3,0,0,0,0,0,0,0
